name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
CSS Modules,trial,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Most large CSS codebases require complex naming schemes to help avoid naming conflicts in the global namespace. <a href=""http://github.com/css-modules/css-modules""><strong>CSS Modules</strong></a> address these problems by creating a local scope for all class names in a single CSS file. This file is imported to a JavaScript module, where CSS classes are referenced as strings. Then, in the build pipeline (Webpack, Browserify, etc.), the class names are replaced with generated unique strings. This is a significant change in responsibilities. Previously, a human had to manage the global namespace, to avoid class naming conflicts; now that responsibility rests with the build tooling. A small downside we've encountered with CSS Modules: functional tests are usually out of the local scope and can therefore not reference classes by the name defined in the CSS file. We recommend using IDs or data attributes instead.</p>"
Hyperledger Composer,trial,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>The <a href=""https://www.thoughtworks.com/radar/platforms/hyperledger"">Hyperledger</a> project has grown into a broader collaboration and now contains a series of subprojects. It supports Blockchain implementations for different purposes; for example, <a href=""http://github.com/hyperledger/burrow"">Burrow</a> is dedicated to build a permissioned <a href=""https://www.thoughtworks.com/radar/platforms/ethereum"">Ethereum</a> and <a href=""http://github.com/hyperledger/indy-node"">Indy</a> is more focused on digital identity. Among these platforms, <a href=""http://github.com/hyperledger/fabric"">Fabric</a> is the most mature one. Most of time when people talk about adopting Hyperledger they are actually thinking about Hyperledger Fabric. However, the programming abstraction of <a href=""http://hyperledger-fabric.readthedocs.io/en/latest/chaincode.html"">chaincode</a> is relatively low level given it manipulates the state of the ledger directly. Moreover, it always takes a lot of time to set up infrastructure before writing the first line of blockchain code. <a href=""http://hyperledger.github.io/composer/latest/""><strong>Hyperledger Composer</strong></a>, which builds on top of Fabric, accelerates the process of turning ideas into software. Composer provides DSLs to model business assets, define access control and build a business network. By using Composer you could quickly validate your idea through a browser without setting up any infrastructure. Just remember that the Composer itself isn't Blockchain — you still need to deploy it on Fabric.</p>"
OpenZeppelin,trial,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Security is the cornerstone of the blockchain economy. In the last issue of the Radar, we highlighted the importance of testing and auditing smart contracts dependencies. <a href=""https://openzeppelin.org/""><strong>OpenZeppelin</strong></a> is a framework to help build secure smart contracts in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/solidity"">Solidity</a>. The team behind OpenZeppelin summed up a series of <a href=""https://blog.zeppelin.solutions/onward-with-ethereum-smart-contract-security-97a827e47702"">pitfalls and best practices</a> around smart contracts' security and embedded these experiences into the source code. The framework is well reviewed and validated by the open source community. We recommend the use of OpenZeppelin instead of writing your own implementation of the <a href=""https://github.com/ethereum/EIPs/issues/20"">ERC20</a>/<a href=""https://github.com/ethereum/EIPs/issues/721"">ERC721</a> token. OpenZeppelin is also integrated with <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/truffle"">Truffle</a>.</p>"
Android Architecture Components,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Historically, Google's Android documentation examples lacked architecture and structure. This changes with the release of <strong>Android Architecture Components</strong> , a set of opinionated libraries that help developers create Android applications with better architecture. They address longstanding pain points of Android development: handling lifecycles; pagination; SQLite databases; and data persistence over configuration changes. The libraries don't need to be used together — you can pick the ones you need most and integrate them into your existing project.</p>"
Atlas and BeeHive,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>A multi-app strategy is really controversial, particularly at a time when fewer and fewer users are downloading new apps. Instead of introducing a new app and struggling with the download numbers, multiteams have to deliver functionality via a single app that is already widely installed, which creates an architectural challenge. <strong><a href=""http://github.com/alibaba/atlas"">Atlas</a> and <a href=""http://github.com/alibaba/BeeHive"">BeeHive</a></strong> are modularization solutions for Android and iOS apps, respectively. Atlas and BeeHive enable multiteams working on physically isolated modules to reassemble or dynamically load these modules from a facade app. Both are Alibaba open source projects, since Alibaba encountered the same problem of dwindling downloads and single-app architectural challenges.</p>"
Clara rules,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Our first rule of thumb in selecting a rules engine is normally: you don't need a rules engine. We've seen too many people tying themselves to a hard-to-test black-box rules engine for spurious reasons, when custom code would have been a better solution. That said, we've had success using <a href=""http://www.clara-rules.org/""><strong>Clara rules</strong></a> for scenarios where a rules engine does make sense. We like that it uses simple Clojure code to express and evaluate the rules, which means they are amenable to refactoring, testing and source control. Rather than chasing the illusion that business people should directly manipulate the rules, it drives collaboration between the business experts and developers.</p>"
Flutter,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://flutter.io/""><strong>Flutter</strong></a> is a cross-platform framework that enables you to write native mobile apps in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/google-dart"">Dart</a>. It benefits from Dart and can be compiled into native code and communicates with the target platform without bridge and context switching — something that can cause performance bottlenecks in frameworks such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-native"">React Native</a> or <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/weex"">Weex</a>. Flutter’s hot-reload feature is impressive and provides superfast visual feedback when editing code. Currently Flutter is still in beta, but we’ll continue keeping an eye on it to see how its ecosystem matures.</p>"
Gobot,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>The ability to compile the <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/go-language"">Go programming language</a> to bare metal targets has raised interest among developers in using the language for embedded systems. <a href=""http://gobot.io/""><strong>Gobot</strong></a> is a framework for robotics, physical computing, and the Internet of Things, written in the Go programming language and supporting a variety of platforms. We've used the framework for experimental robotic projects where real-time response hasn't been a requirement, and we’ve created open source <a href=""http://github.com/HendrikLouw/robocar"">software drivers</a> with Gobot. Gobot HTTP APIs enable simple hardware integration with mobile devices to create richer applications.</p>"
Hyperapp,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Given the number of JavaScript application frameworks we’ve featured in the Radar over the years we asked ourselves, do we really need to call out another one? We decided that <a href=""http://hyperapp.js.org/""><strong>Hyperapp</strong></a> is worth a look because of its minimalist approach. It has a very small footprint, less than 1KB, and yet covers all the essential functionality for writing a web application. This is only possible with an elegant design that reduces everything to the absolute minimum, which in turn makes it easier to understand and use the framework. Despite being relatively new, it has attracted a good-size community and we recommend to at least consider it when picking a framework for a new application.</p>"
PyTorch,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p><a href=""http://pytorch.org/""><strong>PyTorch</strong></a> is a complete rewrite of the <a href=""http://torch.ch/"">Torch</a> machine learning framework from Lua to Python. Although quite new and immature compared to <a href=""https://www.thoughtworks.com/radar/platforms/tensorflow"">Tensorflow</a>, programmers find PyTorch much easier to work with. Because of its object-orientation and native Python implementation, models can be expressed more clearly and succinctly and debugged during execution. Although many of these frameworks have emerged recently, PyTorch has the backing of Facebook and broad range of partner organisations, including NVIDIA, which should ensure continuing support for CUDA architectures. ThoughtWorks teams find PyTorch useful for experimenting and developing models but still rely on TensorFlow’s performance for production-scale training and classification.</p>"
RIBs,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://github.com/uber/RIBs""><strong>RIBs</strong></a> — which is short for router, interactor and builder — is a cross-platform architecture mobile framework from Uber. The key idea of RIBs is to decouple business logic from the view tree, and thus ensure the app is driven by business logic. By applying consistent architecture patterns across native Android and iOS, RIBs provides clear statement management and good testability. We advise putting business logic in the back-end service rather than leak it into the view, so if you do have a complicated mobile application, RIBs can help manage this complexity.</p>"
Rasa,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><strong><a href=""http://rasa.com/"">Rasa</a></strong> is a new entrant in the area of chatbots. Instead of using a simple decision tree it uses neural networks to map intent and internal state to a response. Rasa integrates with natural language processing solutions such as <a href=""https://www.thoughtworks.com/radar/tools/spacy"">spaCy</a>; and, unlike other solutions we've featured in the Radar, Rasa is <a href=""http://github.com/RasaHQ"">open source software</a> and can be self-hosted, which makes it a viable solution when ownership of data is of concern. Our experiences with using Rasa Stack for an internal application have been positive.</p>"
Reactor,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://projectreactor.io""><strong>Reactor</strong></a> is a library for building non-blocking applications on the JVM — version 8 and above — based on the <a href=""http://www.reactive-streams.org/"">Reactive Streams</a> specification. Reactive programming emphasizes moving from imperative logic to asynchronous, non-blocking and functional style code, especially when dealing with external resources. Reactor implements the reactive stream specification and provides two publisher APIs — Flux (0 to N elements) and Mono (0 or 1 element) — to effectively model push-based stream processing. Reactor project is well suited for microservices architecture and offers back pressure–ready network engines for HTTP, WebSockets, TCP and UDP traffic.</p>"
Solidity,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Programming for smart contracts requires a more expressive language than a <a href=""http://en.bitcoin.it/wiki/Script"">scripting system for transactions</a>. <a href=""http://github.com/ethereum/solidity""><strong>Solidity</strong></a> is the most popular among the new programming languages designed for smart contracts. Solidity is a contract-oriented, statically typed language whose syntax is similar to JavaScript. It provides abstractions for writing self-enforcing business logic in smart contracts. The toolchain around Solidity is growing fast. Nowadays, Solidity is the primary choice on the <a href=""https://www.thoughtworks.com/radar/platforms/ethereum"">Ethereum</a> platform. Given the immutable nature of deployed smart contracts, it should go without saying that rigorous testing and audit of dependencies is vital.</p>"
SwiftNIO,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>We’re in favor of asynchronous and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/reactivex"">reactive styles of programming</a> especially for network I/O-bound distributed systems. Reactive libraries often sit on top of a lower level nonblocking communication framework such as <a href=""http://netty.io/"">Netty</a>. Recently <a href=""http://github.com/apple/swift-nio""><strong>SwiftNIO</strong></a>, an open source nonblocking networking framework from Apple, has grabbed our attention. SwiftNIO is similar to Netty but written in Swift. It’s currently supported on MacOS and Ubuntu and implements HTTP as a higher-level protocol. We’re excited to see the usage of this framework and integration of it into higher-level application frameworks and other protocols.</p>"
TensorFlow Lite,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://www.tensorflow.org/mobile/tflite/""><strong>TensorFlow Lite</strong></a> is the designated successor of <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/tensorflow-mobile"">TensorFlow Mobile</a>, which we mentioned in our previous Radar. Like Mobile it is a lightweight solution tuned and optimized for mobile devices (Android and iOS). We expect the standard use case to be the deployment of pretrained models into mobile apps but TensorFlow Lite also supports on-device learning which opens further areas of application.</p>"
Tensorflow Eager Execution,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>In the last issue we featured <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/pytorch"">PyTorch</a>, a deep-learning modeling framework that allows an imperative programming style. Now <strong><a href=""http://www.tensorflow.org/programmers_guide/eager"">TensorFlow Eager Execution</a></strong> provides this imperative style in <a href=""https://www.thoughtworks.com/radar/platforms/tensorflow"">TensorFlow</a> by enabling execution of modeling statements outside of the context of a session. This improvement could provide the ease of debugging and finer-grained model control of PyTorch with the widespread popularity and performance of TensorFlow models. The feature is still quite new so we’re anxious to see how it performs and how it’ll be received by the TensorFlow community.</p>"
Truffle,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p><a href=""http://truffleframework.com/""><strong>Truffle</strong></a> is a development framework that brings a modern web development experience to the <a href=""https://www.thoughtworks.com/radar/platforms/ethereum"">Ethereum</a> platform. It takes over the job of smart contract compiling, library linking and deployment, as well as dealing with artifacts in different blockchain networks. One of the reasons we love Truffle is that it encourages people to write tests for their smart contracts. You need to take tests really seriously as smart contract programming is often related to money. With its built-in testing framework and integration with <a href=""http://github.com/ethereumjs/testrpc"">TestRPC</a>, Truffle makes it possible to write the contract in a TDD way. We expect to see more technologies similar to Truffle to promote continuous integration in the blockchain area.</p>"
WebAssembly,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://webassembly.org/""><strong>WebAssembly</strong></a> is a big step forward in the capabilities of the browser as a code execution environment. Supported by all major browsers and backward compatible, it's a binary compilation format designed to run in the browser at near native speeds. It opens up the range of languages you can use to write front-end functionality, with early focus on C, C++ and Rust, and it's also an LLVM compilation target. When run in the sandbox, it can interact with JavaScript and shares the same permissions and security model. When used with <a href=""http://hacks.mozilla.org/2018/01/making-webassembly-even-faster-firefoxs-new-streaming-and-tiering-compiler/"">Firefox’s new streaming compiler</a>, it also results in faster page initialization. Although it's still early days, this W3C standard is definitely one to start exploring.</p>"
troposphere,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>We’re trying out <a href=""http://github.com/cloudtools/troposphere""><strong>troposphere</strong></a> as a way of defining the <a href=""https://www.thoughtworks.com/radar/tools/infrastructure-as-code"">infrastructure as code</a> on AWS for our projects where <a href=""http://aws.amazon.com/cloudformation/"">AWS</a> <a href=""http://aws.amazon.com/cloudformation/"">CloudFormation</a> is used instead of <a href=""https://www.thoughtworks.com/radar/tools/terraform"">Terraform</a>. troposphere is a Python library that allows us to write Python code to generate CloudFormation JSON descriptions. What we like about troposphere is that it facilitates catching JSON errors early, applying type checking, and unit testing and DRY composition of AWS resources.</p>"
